Assessment Area ,Station ,Transect (NS or EW),25m Buoy,50m Buoy,Position (Meter Mark),Actual position (if altered),Sediment Depth (cm) / Excavation Depth ,Exposed Hardbottom ,Sediment over hardbottom,Sediment Only,"Type of sediments (sand, fines, mix)",Description (layers)
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,0,,0.2,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,1,,0.7,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,2,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,3,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,4,,0.1,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,5,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,6,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,7,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,8,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,9,,1.65,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,10,,0.2,,X,,Fine,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,11,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,12,,1.6,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,13,,0.6,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,14,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,15,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,16,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,17,,0.8,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,18,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,19,19.3,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,20,,0.9,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,21,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,22,,0.45,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,23,,0.8,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,24,,0.1,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,25,,0.15,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,26,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,27,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,28,,1.3,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,29,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,30,,1.2,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,31,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,32,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,33,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,34,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,35,,0.35,,X,,Fine,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,36,,0.65,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,37,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,38,,0.6,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,39,,0.55,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,40,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,41,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,42,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,43,,0.55,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,44,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,45,45.1,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,46,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,47,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,48,,0.7,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,49,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,NS,17.1,45.5,50,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,0,,0.3,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,1,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,2,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,3,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,4,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,5,,0.35,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,6,,0.15,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,7,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,8,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,9,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,10,,0.25,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,11,,0.55,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,12,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,13,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,14,,1.2,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,15,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,16,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,17,,0.65,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,18,,0.8,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,19,,0.15,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,20,,0.55,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,21,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,22,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,23,,0.1,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,24,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,25,,0.5,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,26,,0.6,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,27,,1.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,28,,1.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,29,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,30,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,31,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,32,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,33,,1.65,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,34,34.1,0.45,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,35,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,36,,0.4,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,37,,0.2,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,38,,0.35,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,39,,1.05,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,40,,1,,X,,Fine,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,41,,1.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,42,,0.5,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,43,,0.25,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,44,,0.45,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,45,,0.4,,X,,Mixed,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,46,,0.15,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,47,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,48,,0.3,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,49,,1.55,,,,,
Reef 2_N_RR,R2N-750-RR,EW,25.1,52.7,50,,0.3,,X,,Fine,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,0,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,1,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,2,,1,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,3,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,4,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,5,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,6,,1.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,7,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,8,,0.4,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,9,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,10,10.2,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,11,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,12,12.3,0.1,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,13,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,14,,8.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,15,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,16,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,17,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,18,,4,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,19,,2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,20,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,21,,0.7,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,22,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,23,,2.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,24,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,25,,1,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,26,,3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,27,,2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,28,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,29,29.2,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,30,30.1,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,31,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,32,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,33,,0.4,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,34,,1,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,35,,0.6,,X,,Coarse,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,36,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,37,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,38,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,39,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,40,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,41,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,42,42.06,0.1,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,43,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,44,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,45,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,46,,1.8,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,47,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,48,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,49,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,EW,22.4,49.5,50,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,0,,0.1,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,1,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,2,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,3,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,4,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,5,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,6,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,7,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,8,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,9,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,10,10.63,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,11,11.2,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,12,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,13,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,14,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,15,,2,,X,,Coarse,
Reef 2_N_LR,R2NC1-LR,NS,26,54,16,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,17,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,18,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,19,,0.1,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,20,,1,,X,,Corse,
Reef 2_N_LR,R2NC1-LR,NS,26,54,21,,3.8,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,22,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,23,,7.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,24,,0.3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,25,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,26,,0.4,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,27,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,28,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,29,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,30,,0.5,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,31,,3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,32,,11,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,33,,3,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,34,,2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,35,,1,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,36,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,37,,0.1,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,38,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,39,,0.5,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,40,,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,41,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,42,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,43,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,44,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,45,45.4,0.2,,X,,Mixed,
Reef 2_N_LR,R2NC1-LR,NS,26,54,46,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,47,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,48,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,49,,0.2,,,,,
Reef 2_N_LR,R2NC1-LR,NS,26,54,50,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,0,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,1,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,2,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,3,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,4,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,5,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,6,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,7,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,8,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,9,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,10,,0.4,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,11,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,12,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,13,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,14,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,15,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,16,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,17,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,18,,0.6,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,19,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,20,,0.1,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,21,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,22,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,23,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,24,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,25,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,26,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,27,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,28,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,29,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,30,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,31,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,32,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,33,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,34,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,35,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,36,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,37,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,38,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,39,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,40,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,41,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,42,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,43,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,44,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,45,,0.5,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,46,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,47,47.1,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,48,,0.6,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,49,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,NS,21,46.5,50,,0.4,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,0,,0.4,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,1,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,2,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,3,3.1,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,4,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,5,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,6,,0.6,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,7,,0,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,8,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,9,9.1,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,10,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,11,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,12,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,13,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,14,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,15,15.3,1,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,16,,0.8,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,17,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,18,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,19,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,20,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,21,21.3,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,22,22.1,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,23,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,24,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,25,,0.2,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,26,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,27,,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,28,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,29,29.1,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,30,,0.7,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,31,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,32,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,33,,0.5,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,34,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,35,,0.3,,X,,Fine,
Reef 2_N_RR,R2NC2-RR,EW,25,50,36,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,37,37.1,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,38,38.3,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,39,,1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,40,,0.3,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,41,,0.4,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,42,42.2,0.2,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,43,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,44,,0.1,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,45,,0.6,,X,,Mixed,
Reef 2_N_RR,R2NC2-RR,EW,25,50,46,,0.7,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,47,,0.7,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,48,,0.3,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,49,49.1,0.6,,,,,
Reef 2_N_RR,R2NC2-RR,EW,25,50,50,,0.4,,X,,Fine,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,0,,2.5,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,1,,2.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,2,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,3,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,4,4.1,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,5,,0.8,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,6,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,7,,1.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,8,,1,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,9,,0.4,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,10,,2,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,11,,0.8,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,12,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,13,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,14,,0.5,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,15,,0.3,,X,,Mixed,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,16,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,17,,0.3,,,,,
Reef 2_N_LR,R2NC3-LR,EW,29.6,52.6,18,,0.7,,,,,
